anio,prov_id,prov_nombre,grupo_edad_10,sexo,proy_pob,pob_est_2010
2009,82,Santa Fe,50-59,Varón,155237,1896227
2009,82,Santa Fe,60-69,Mujer,134102,1572788
2009,82,Santa Fe,60-69,Varón,113925,1360347
2009,82,Santa Fe,70-79,Mujer,100630,1067525
2009,82,Santa Fe,70-79,Varón,69587,769536
2009,82,Santa Fe,80+,Mujer,63876,671649
2009,82,Santa Fe,80+,Varón,29393,329851
2009,86,Santiago del Estero,30-39,Mujer,56323,2948351
2009,86,Santiago del Estero,30-39,Varón,55266,2875168
2009,86,Santiago del Estero,40-49,Mujer,41977,2333346
2009,86,Santiago del Estero,40-49,Varón,42710,2226600
2009,86,Santiago del Estero,50-59,Mujer,34773,2043266
2009,86,Santiago del Estero,50-59,Varón,35453,1896227
2009,86,Santiago del Estero,60-69,Mujer,24928,1572788
2009,86,Santiago del Estero,60-69,Varón,23896,1360347
2009,86,Santiago del Estero,70-79,Mujer,16422,1067525
2009,86,Santiago del Estero,70-79,Varón,13239,769536
2009,86,Santiago del Estero,80+,Mujer,8978,671649
2009,86,Santiago del Estero,80+,Varón,5325,329851
2009,90,Tucumán,30-39,Mujer,100535,2948351
2009,90,Tucumán,30-39,Varón,96760,2875168
2009,90,Tucumán,40-49,Mujer,77607,2333346
2009,90,Tucumán,40-49,Varón,73446,2226600
2009,90,Tucumán,50-59,Mujer,67731,2043266
2009,90,Tucumán,50-59,Varón,63941,1896227
2009,90,Tucumán,60-69,Mujer,46572,1572788
2009,90,Tucumán,60-69,Varón,41495,1360347
2009,90,Tucumán,70-79,Mujer,30060,1067525
2009,90,Tucumán,70-79,Varón,22343,769536
2009,90,Tucumán,80+,Mujer,15501,671649
2009,90,Tucumán,80+,Varón,8753,329851
2009,94,Tierra del Fuego,30-39,Mujer,10110,2948351
2009,94,Tierra del Fuego,30-39,Varón,10365,2875168
2009,94,Tierra del Fuego,40-49,Mujer,8115,2333346
2009,94,Tierra del Fuego,40-49,Varón,8563,2226600
2009,94,Tierra del Fuego,50-59,Mujer,4851,2043266
2009,94,Tierra del Fuego,50-59,Varón,5544,1896227
2009,94,Tierra del Fuego,60-69,Mujer,2284,1572788
2009,94,Tierra del Fuego,60-69,Varón,2318,1360347
2009,94,Tierra del Fuego,70-79,Mujer,1065,1067525
2009,94,Tierra del Fuego,70-79,Varón,877,769536
2009,94,Tierra del Fuego,80+,Mujer,381,671649
2009,94,Tierra del Fuego,80+,Varón,217,329851
2013,2,CABA,30-39,Mujer,240272,2948351
2013,2,CABA,30-39,Varón,227679,2875168
2013,2,CABA,40-49,Mujer,193684,2333346
2013,2,CABA,40-49,Varón,174137,2226600
2013,2,CABA,50-59,Mujer,179975,2043266
2013,2,CABA,50-59,Varón,147560,1896227
2013,2,CABA,60-69,Mujer,162666,1572788
2013,2,CABA,60-69,Varón,119715,1360347
2013,2,CABA,70-79,Mujer,123707,1067525
2013,2,CABA,70-79,Varón,76815,769536
2013,2,CABA,80+,Mujer,101073,671649
2013,2,CABA,80+,Varón,43536,329851
2013,6,Buenos Aires,30-39,Mujer,1195875,2948351
2013,6,Buenos Aires,30-39,Varón,1178324,2875168
2013,6,Buenos Aires,40-49,Mujer,973006,2333346
2013,6,Buenos Aires,40-49,Varón,935008,2226600
2013,6,Buenos Aires,50-59,Mujer,838831,2043266
2013,6,Buenos Aires,50-59,Varón,776431,1896227
2013,6,Buenos Aires,60-69,Mujer,681622,1572788
2013,6,Buenos Aires,60-69,Varón,584922,1360347
2013,6,Buenos Aires,70-79,Mujer,452370,1067525
2013,6,Buenos Aires,70-79,Varón,324992,769536
2013,6,Buenos Aires,80+,Mujer,291747,671649
2013,6,Buenos Aires,80+,Varón,140751,329851
2013,10,Catamarca,30-39,Mujer,28335,2948351
2013,10,Catamarca,30-39,Varón,28197,2875168
2013,10,Catamarca,40-49,Mujer,21393,2333346
2013,10,Catamarca,40-49,Varón,21345,2226600
2013,10,Catamarca,50-59,Mujer,17440,2043266
2013,10,Catamarca,50-59,Varón,17425,1896227
2013,10,Catamarca,60-69,Mujer,12992,1572788
2013,10,Catamarca,60-69,Varón,12349,1360347
2013,10,Catamarca,70-79,Mujer,7841,1067525
2013,10,Catamarca,70-79,Varón,6234,769536
2013,10,Catamarca,80+,Mujer,4901,671649
2013,10,Catamarca,80+,Varón,2645,329851
2013,14,Córdoba,30-39,Mujer,256118,2948351
2013,14,Córdoba,30-39,Varón,253675,2875168
2013,14,Córdoba,40-49,Mujer,202309,2333346
2013,14,Córdoba,40-49,Varón,193242,2226600
2013,14,Córdoba,50-59,Mujer,179037,2043266
2013,14,Córdoba,50-59,Varón,165564,1896227
2013,14,Córdoba,60-69,Mujer,151861,1572788
2013,14,Córdoba,60-69,Varón,128943,1360347
2013,14,Córdoba,70-79,Mujer,102568,1067525
2013,14,Córdoba,70-79,Varón,73885,769536
2013,14,Córdoba,80+,Mujer,64509,671649
2013,14,Córdoba,80+,Varón,31092,329851
2013,18,Corrientes,30-39,Mujer,71365,2948351
2013,18,Corrientes,30-39,Varón,67171,2875168
2013,18,Corrientes,40-49,Mujer,57420,2333346
2013,18,Corrientes,40-49,Varón,53819,2226600
2013,18,Corrientes,50-59,Mujer,49565,2043266
2013,18,Corrientes,50-59,Varón,47477,1896227
2013,18,Corrientes,60-69,Mujer,35313,1572788
2013,18,Corrientes,60-69,Varón,33477,1360347
2013,18,Corrientes,70-79,Mujer,21816,1067525
2013,18,Corrientes,70-79,Varón,16804,769536
2013,18,Corrientes,80+,Mujer,12227,671649
2013,18,Corrientes,80+,Varón,6752,329851
2013,22,Chaco,30-39,Mujer,77820,2948351
2013,22,Chaco,30-39,Varón,73770,2875168
2013,22,Chaco,40-49,Mujer,59051,2333346
2013,22,Chaco,40-49,Varón,55914,2226600
2013,22,Chaco,50-59,Mujer,50000,2043266
2013,22,Chaco,50-59,Varón,48480,1896227
2013,22,Chaco,60-69,Mujer,33439,1572788
2013,22,Chaco,60-69,Varón,31563,1360347
2013,22,Chaco,70-79,Mujer,20485,1067525
2013,22,Chaco,70-79,Varón,15671,769536
2013,22,Chaco,80+,Mujer,10725,671649
2013,22,Chaco,80+,Varón,5918,329851
2013,26,Chubut,30-39,Mujer,43662,2948351
2013,26,Chubut,30-39,Varón,44829,2875168
2013,26,Chubut,40-49,Mujer,32164,2333346
2013,26,Chubut,40-49,Varón,32068,2226600
2013,26,Chubut,50-59,Mujer,25845,2043266
2013,26,Chubut,50-59,Varón,25531,1896227
2013,26,Chubut,60-69,Mujer,17917,1572788
2013,26,Chubut,60-69,Varón,16698,1360347
2013,26,Chubut,70-79,Mujer,10453,1067525
2013,26,Chubut,70-79,Varón,8181,769536
2013,26,Chubut,80+,Mujer,5789,671649
2013,26,Chubut,80+,Varón,3249,329851
2013,30,Entre Ríos,30-39,Mujer,92169,2948351
2013,30,Entre Ríos,30-39,Varón,90355,2875168
2013,30,Entre Ríos,40-49,Mujer,74200,2333346
2013,30,Entre Ríos,40-49,Varón,72242,2226600
2013,30,Entre Ríos,50-59,Mujer,65666,2043266
2013,30,Entre Ríos,50-59,Varón,61378,1896227
2013,30,Entre Ríos,60-69,Mujer,52422,1572788
2013,30,Entre Ríos,60-69,Varón,46318,1360347
2013,30,Entre Ríos,70-79,Mujer,35680,1067525
2013,30,Entre Ríos,70-79,Varón,25621,769536
2013,30,Entre Ríos,80+,Mujer,22085,671649
2013,30,Entre Ríos,80+,Varón,9807,329851
2013,34,Formosa,30-39,Mujer,37394,2948351
2013,34,Formosa,30-39,Varón,34757,2875168
2013,34,Formosa,40-49,Mujer,30478,2333346
2013,34,Formosa,40-49,Varón,29269,2226600
2013,34,Formosa,50-59,Mujer,25412,2043266
2013,34,Formosa,50-59,Varón,25121,1896227
2013,34,Formosa,60-69,Mujer,17097,1572788
2013,34,Formosa,60-69,Varón,16607,1360347
2013,34,Formosa,70-79,Mujer,10055,1067525
2013,34,Formosa,70-79,Varón,8959,769536
2013,34,Formosa,80+,Mujer,5024,671649
2013,34,Formosa,80+,Varón,3646,329851
2013,38,Jujuy,30-39,Mujer,53290,2948351
2013,38,Jujuy,30-39,Varón,51539,2875168
2013,38,Jujuy,40-49,Mujer,39613,2333346
2013,38,Jujuy,40-49,Varón,36985,2226600
2013,38,Jujuy,50-59,Mujer,31923,2043266
2013,38,Jujuy,50-59,Varón,28689,1896227
2013,38,Jujuy,60-69,Mujer,23210,1572788
2013,38,Jujuy,60-69,Varón,20581,1360347
2013,38,Jujuy,70-79,Mujer,13364,1067525
2013,38,Jujuy,70-79,Varón,11011,769536
2013,38,Jujuy,80+,Mujer,6693,671649
2013,38,Jujuy,80+,Varón,4229,329851
2013,42,La Pampa,30-39,Mujer,23819,2948351
2013,42,La Pampa,30-39,Varón,23764,2875168
2013,42,La Pampa,40-49,Mujer,20131,2333346
2013,42,La Pampa,40-49,Varón,19749,2226600
2013,42,La Pampa,50-59,Mujer,17373,2043266
2013,42,La Pampa,50-59,Varón,17304,1896227
2013,42,La Pampa,60-69,Mujer,14073,1572788
2013,42,La Pampa,60-69,Varón,13471,1360347
2013,42,La Pampa,70-79,Mujer,9612,1067525
2013,42,La Pampa,70-79,Varón,7774,769536
2013,42,La Pampa,80+,Mujer,6036,671649
2013,42,La Pampa,80+,Varón,3313,329851
2013,46,La Rioja,30-39,Mujer,27063,2948351
2013,46,La Rioja,30-39,Varón,26646,2875168
2013,46,La Rioja,40-49,Mujer,19653,2333346
2013,46,La Rioja,40-49,Varón,19463,2226600
2013,46,La Rioja,50-59,Mujer,15865,2043266
2013,46,La Rioja,50-59,Varón,15908,1896227
2013,46,La Rioja,60-69,Mujer,11200,1572788
2013,46,La Rioja,60-69,Varón,10813,1360347
2013,46,La Rioja,70-79,Mujer,6565,1067525
2013,46,La Rioja,70-79,Varón,5270,769536
2013,46,La Rioja,80+,Mujer,3825,671649
2013,46,La Rioja,80+,Varón,2150,329851
2013,50,Mendoza,30-39,Mujer,131942,2948351
2013,50,Mendoza,30-39,Varón,129472,2875168
2013,50,Mendoza,40-49,Mujer,103781,2333346
2013,50,Mendoza,40-49,Varón,97622,2226600
2013,50,Mendoza,50-59,Mujer,90875,2043266
2013,50,Mendoza,50-59,Varón,82472,1896227
2013,50,Mendoza,60-69,Mujer,77034,1572788
2013,50,Mendoza,60-69,Varón,66004,1360347
2013,50,Mendoza,70-79,Mujer,48940,1067525
2013,50,Mendoza,70-79,Varón,36907,769536
2013,50,Mendoza,80+,Mujer,29364,671649
2013,50,Mendoza,80+,Varón,16331,329851
2013,54,Misiones,30-39,Mujer,77669,2948351
2013,54,Misiones,30-39,Varón,74918,2875168
2013,54,Misiones,40-49,Mujer,60388,2333346
2013,54,Misiones,40-49,Varón,58660,2226600
2013,54,Misiones,50-59,Mujer,49119,2043266
2013,54,Misiones,50-59,Varón,49552,1896227
2013,54,Misiones,60-69,Mujer,31919,1572788
2013,54,Misiones,60-69,Varón,31404,1360347
2013,54,Misiones,70-79,Mujer,18574,1067525
2013,54,Misiones,70-79,Varón,15985,769536
2013,54,Misiones,80+,Mujer,9390,671649
2013,54,Misiones,80+,Varón,6096,329851
2013,58,Neuquén,30-39,Mujer,47340,2948351
2013,58,Neuquén,30-39,Varón,46210,2875168
2013,58,Neuquén,40-49,Mujer,37299,2333346
2013,58,Neuquén,40-49,Varón,35632,2226600
2013,58,Neuquén,50-59,Mujer,29166,2043266
2013,58,Neuquén,50-59,Varón,27872,1896227
2013,58,Neuquén,60-69,Mujer,19280,1572788
2013,58,Neuquén,60-69,Varón,18188,1360347
2013,58,Neuquén,70-79,Mujer,10220,1067525
2013,58,Neuquén,70-79,Varón,8416,769536
2013,58,Neuquén,80+,Mujer,5424,671649
2013,58,Neuquén,80+,Varón,3096,329851
2013,62,Río Negro,30-39,Mujer,51577,2948351
2013,62,Río Negro,30-39,Varón,50384,2875168
2013,62,Río Negro,40-49,Mujer,40844,2333346
2013,62,Río Negro,40-49,Varón,39743,2226600
2013,62,Río Negro,50-59,Mujer,33839,2043266
2013,62,Río Negro,50-59,Varón,32649,1896227
2013,62,Río Negro,60-69,Mujer,24811,1572788
2013,62,Río Negro,60-69,Varón,23591,1360347
2013,62,Río Negro,70-79,Mujer,14447,1067525
2013,62,Río Negro,70-79,Varón,12251,769536
2013,62,Río Negro,80+,Mujer,8250,671649
2013,62,Río Negro,80+,Varón,5005,329851
2013,66,Salta,30-39,Mujer,91800,2948351
2013,66,Salta,30-39,Varón,86879,2875168
2013,66,Salta,40-49,Mujer,68616,2333346
2013,66,Salta,40-49,Varón,65223,2226600
2013,66,Salta,50-59,Mujer,54109,2043266
2013,66,Salta,50-59,Varón,50921,1896227
2013,66,Salta,60-69,Mujer,39277,1572788
2013,66,Salta,60-69,Varón,35492,1360347
2013,66,Salta,70-79,Mujer,23019,1067525
2013,66,Salta,70-79,Varón,19212,769536
2013,66,Salta,80+,Mujer,12357,671649
2013,66,Salta,80+,Varón,7703,329851
2013,70,San Juan,30-39,Mujer,50791,2948351
2013,70,San Juan,30-39,Varón,50686,2875168
2013,70,San Juan,40-49,Mujer,40179,2333346
2013,70,San Juan,40-49,Varón,38213,2226600
2013,70,San Juan,50-59,Mujer,34391,2043266
2013,70,San Juan,50-59,Varón,30850,1896227
2013,70,San Juan,60-69,Mujer,28127,1572788
2013,70,San Juan,60-69,Varón,24067,1360347
2013,70,San Juan,70-79,Mujer,16734,1067525
2013,70,San Juan,70-79,Varón,12517,769536
2013,70,San Juan,80+,Mujer,8674,671649
2013,70,San Juan,80+,Varón,4971,329851
2013,74,San Luis,30-39,Mujer,34082,2948351
2013,74,San Luis,30-39,Varón,33568,2875168
2013,74,San Luis,40-49,Mujer,26298,2333346
2013,74,San Luis,40-49,Varón,26494,2226600
2013,74,San Luis,50-59,Mujer,22202,2043266
2013,74,San Luis,50-59,Varón,21659,1896227
2013,74,San Luis,60-69,Mujer,17368,1572788
2013,74,San Luis,60-69,Varón,16056,1360347
2013,74,San Luis,70-79,Mujer,10528,1067525
2013,74,San Luis,70-79,Varón,8385,769536
2013,74,San Luis,80+,Mujer,6056,671649
2013,74,San Luis,80+,Varón,3253,329851
2013,78,Santa Cruz,30-39,Mujer,24972,2948351
2013,78,Santa Cruz,30-39,Varón,27352,2875168
2013,78,Santa Cruz,40-49,Mujer,16957,2333346
2013,78,Santa Cruz,40-49,Varón,18403,2226600
2013,78,Santa Cruz,50-59,Mujer,12367,2043266
2013,78,Santa Cruz,50-59,Varón,13654,1896227
2013,78,Santa Cruz,60-69,Mujer,7572,1572788
2013,78,Santa Cruz,60-69,Varón,7544,1360347
2013,78,Santa Cruz,70-79,Mujer,4008,1067525
2013,78,Santa Cruz,70-79,Varón,3341,769536
2013,78,Santa Cruz,80+,Mujer,1822,671649
2013,78,Santa Cruz,80+,Varón,1164,329851
2013,82,Santa Fe,30-39,Mujer,250125,2948351
2013,82,Santa Fe,30-39,Varón,247140,2875168
2013,82,Santa Fe,40-49,Mujer,192383,2333346
2013,82,Santa Fe,40-49,Varón,185145,2226600
2013,82,Santa Fe,50-59,Mujer,175103,2043266
2013,82,Santa Fe,50-59,Varón,162581,1896227
2013,82,Santa Fe,60-69,Mujer,145007,1572788
2013,82,Santa Fe,60-69,Varón,123644,1360347
2013,82,Santa Fe,70-79,Mujer,102824,1067525
2013,82,Santa Fe,70-79,Varón,71894,769536
2013,82,Santa Fe,80+,Mujer,70990,671649
2013,82,Santa Fe,80+,Varón,32409,329851
2013,86,Santiago del Estero,30-39,Mujer,64115,2948351
2013,86,Santiago del Estero,30-39,Varón,61286,2875168
2013,86,Santiago del Estero,40-49,Mujer,45743,2333346
2013,86,Santiago del Estero,40-49,Varón,45999,2226600
2013,86,Santiago del Estero,50-59,Mujer,37700,2043266
2013,86,Santiago del Estero,50-59,Varón,37800,1896227
2013,86,Santiago del Estero,60-69,Mujer,28116,1572788
2013,86,Santiago del Estero,60-69,Varón,27428,1360347
2013,86,Santiago del Estero,70-79,Mujer,17772,1067525
2013,86,Santiago del Estero,70-79,Varón,14470,769536
2013,86,Santiago del Estero,80+,Mujer,10276,671649
2013,86,Santiago del Estero,80+,Varón,5840,329851
2013,90,Tucumán,30-39,Mujer,114025,2948351
2013,90,Tucumán,30-39,Varón,110977,2875168
2013,90,Tucumán,40-49,Mujer,81699,2333346
2013,90,Tucumán,40-49,Varón,77742,2226600
2013,90,Tucumán,50-59,Mujer,73608,2043266
2013,90,Tucumán,50-59,Varón,68065,1896227
2013,90,Tucumán,60-69,Mujer,55046,1572788
2013,90,Tucumán,60-69,Varón,50045,1360347
2013,90,Tucumán,70-79,Mujer,32002,1067525
2013,90,Tucumán,70-79,Varón,24042,769536
2013,90,Tucumán,80+,Mujer,18943,671649
2013,90,Tucumán,80+,Varón,10336,329851
2013,94,Tierra del Fuego,30-39,Mujer,11976,2948351
2013,94,Tierra del Fuego,30-39,Varón,12647,2875168
2013,94,Tierra del Fuego,40-49,Mujer,9209,2333346
2013,94,Tierra del Fuego,40-49,Varón,9295,2226600
2013,94,Tierra del Fuego,50-59,Mujer,7039,2043266
2013,94,Tierra del Fuego,50-59,Varón,7676,1896227
2013,94,Tierra del Fuego,60-69,Mujer,3368,1572788
2013,94,Tierra del Fuego,60-69,Varón,3545,1360347
2013,94,Tierra del Fuego,70-79,Mujer,1378,1067525
2013,94,Tierra del Fuego,70-79,Varón,1181,769536
2013,94,Tierra del Fuego,80+,Mujer,642,671649
2013,94,Tierra del Fuego,80+,Varón,333,329851
2018,2,CABA,30-39,Mujer,240524,2948351
2018,2,CABA,30-39,Varón,228605,2875168
2018,2,CABA,40-49,Mujer,214839,2333346
2018,2,CABA,40-49,Varón,197434,2226600
2018,2,CABA,50-59,Mujer,175535,2043266
2018,2,CABA,50-59,Varón,147816,1896227
2018,2,CABA,60-69,Mujer,166249,1572788
2018,2,CABA,60-69,Varón,123952,1360347
2018,2,CABA,70-79,Mujer,131497,1067525
2018,2,CABA,70-79,Varón,82529,769536
2018,2,CABA,80+,Mujer,100797,671649
2018,2,CABA,80+,Varón,44205,329851
2018,6,Buenos Aires,30-39,Mujer,1237236,2948351
2018,6,Buenos Aires,30-39,Varón,1231019,2875168
2018,6,Buenos Aires,40-49,Mujer,1095319,2333346
2018,6,Buenos Aires,40-49,Varón,1060397,2226600
2018,6,Buenos Aires,50-59,Mujer,882368,2043266
2018,6,Buenos Aires,50-59,Varón,820489,1896227
2018,6,Buenos Aires,60-69,Mujer,739724,1572788
2018,6,Buenos Aires,60-69,Varón,635652,1360347
2018,6,Buenos Aires,70-79,Mujer,510071,1067525
2018,6,Buenos Aires,70-79,Varón,372278,769536
2018,6,Buenos Aires,80+,Mujer,320908,671649
2018,6,Buenos Aires,80+,Varón,156238,329851
2018,10,Catamarca,30-39,Mujer,28089,2948351
2018,10,Catamarca,30-39,Varón,28145,2875168
2018,10,Catamarca,40-49,Mujer,25373,2333346
2018,10,Catamarca,40-49,Varón,25006,2226600
2018,10,Catamarca,50-59,Mujer,18763,2043266
2018,10,Catamarca,50-59,Varón,18532,1896227
2018,10,Catamarca,60-69,Mujer,14986,1572788
2018,10,Catamarca,60-69,Varón,14316,1360347
2018,10,Catamarca,70-79,Mujer,9226,1067525
2018,10,Catamarca,70-79,Varón,7622,769536
2018,10,Catamarca,80+,Mujer,5643,671649
2018,10,Catamarca,80+,Varón,3096,329851
2018,14,Córdoba,30-39,Mujer,268490,2948351
2018,14,Córdoba,30-39,Varón,267085,2875168
2018,14,Córdoba,40-49,Mujer,228781,2333346
2018,14,Córdoba,40-49,Varón,221757,2226600
2018,14,Córdoba,50-59,Mujer,187619,2043266
2018,14,Córdoba,50-59,Varón,174531,1896227
2018,14,Córdoba,60-69,Mujer,161600,1572788
2018,14,Córdoba,60-69,Varón,137755,1360347
2018,14,Córdoba,70-79,Mujer,116245,1067525
2018,14,Córdoba,70-79,Varón,84584,769536
2018,14,Córdoba,80+,Mujer,71435,671649
2018,14,Córdoba,80+,Varón,34923,329851
2018,18,Corrientes,30-39,Mujer,74564,2948351
2018,18,Corrientes,30-39,Varón,70590,2875168
2018,18,Corrientes,40-49,Mujer,63019,2333346
2018,18,Corrientes,40-49,Varón,58348,2226600
2018,18,Corrientes,50-59,Mujer,52513,2043266
2018,18,Corrientes,50-59,Varón,49258,1896227
2018,18,Corrientes,60-69,Mujer,40963,1572788
2018,18,Corrientes,60-69,Varón,38103,1360347
2018,18,Corrientes,70-79,Mujer,24843,1067525
2018,18,Corrientes,70-79,Varón,20227,769536
2018,18,Corrientes,80+,Mujer,14557,671649
2018,18,Corrientes,80+,Varón,7859,329851
2018,22,Chaco,30-39,Mujer,82381,2948351
2018,22,Chaco,30-39,Varón,77666,2875168
2018,22,Chaco,40-49,Mujer,66610,2333346
2018,22,Chaco,40-49,Varón,62525,2226600
2018,22,Chaco,50-59,Mujer,53131,2043266
2018,22,Chaco,50-59,Varón,50125,1896227
2018,22,Chaco,60-69,Mujer,40065,1572788
2018,22,Chaco,60-69,Varón,37282,1360347
2018,22,Chaco,70-79,Mujer,22895,1067525
2018,22,Chaco,70-79,Varón,18008,769536
2018,22,Chaco,80+,Mujer,12940,671649
2018,22,Chaco,80+,Varón,6892,329851
2018,26,Chubut,30-39,Mujer,46928,2948351
2018,26,Chubut,30-39,Varón,48602,2875168
2018,26,Chubut,40-49,Mujer,38922,2333346
2018,26,Chubut,40-49,Varón,39497,2226600
2018,26,Chubut,50-59,Mujer,28568,2043266
2018,26,Chubut,50-59,Varón,27973,1896227
2018,26,Chubut,60-69,Mujer,21495,1572788
2018,26,Chubut,60-69,Varón,19928,1360347
2018,26,Chubut,70-79,Mujer,12731,1067525
2018,26,Chubut,70-79,Varón,10105,769536
2018,26,Chubut,80+,Mujer,7156,671649
2018,26,Chubut,80+,Varón,3909,329851
2018,30,Entre Ríos,30-39,Mujer,95330,2948351
2018,30,Entre Ríos,30-39,Varón,93537,2875168
2018,30,Entre Ríos,40-49,Mujer,83518,2333346
2018,30,Entre Ríos,40-49,Varón,81478,2226600
2018,30,Entre Ríos,50-59,Mujer,68725,2043266
2018,30,Entre Ríos,50-59,Varón,64504,1896227
2018,30,Entre Ríos,60-69,Mujer,57413,1572788
2018,30,Entre Ríos,60-69,Varón,50246,1360347
2018,30,Entre Ríos,70-79,Mujer,40017,1067525
2018,30,Entre Ríos,70-79,Varón,29822,769536
2018,30,Entre Ríos,80+,Mujer,24977,671649
2018,30,Entre Ríos,80+,Varón,11458,329851
2018,34,Formosa,30-39,Mujer,37873,2948351
2018,34,Formosa,30-39,Varón,34820,2875168
2018,34,Formosa,40-49,Mujer,33475,2333346
2018,34,Formosa,40-49,Varón,31324,2226600
2018,34,Formosa,50-59,Mujer,27204,2043266
2018,34,Formosa,50-59,Varón,26637,1896227
2018,34,Formosa,60-69,Mujer,20773,1572788
2018,34,Formosa,60-69,Varón,19544,1360347
2018,34,Formosa,70-79,Mujer,11930,1067525
2018,34,Formosa,70-79,Varón,10288,769536
2018,34,Formosa,80+,Mujer,6274,671649
2018,34,Formosa,80+,Varón,4526,329851
2018,38,Jujuy,30-39,Mujer,54002,2948351
2018,38,Jujuy,30-39,Varón,52041,2875168
2018,38,Jujuy,40-49,Mujer,47212,2333346
2018,38,Jujuy,40-49,Varón,44928,2226600
2018,38,Jujuy,50-59,Mujer,34428,2043266
2018,38,Jujuy,50-59,Varón,30901,1896227
2018,38,Jujuy,60-69,Mujer,26764,1572788
2018,38,Jujuy,60-69,Varón,23288,1360347
2018,38,Jujuy,70-79,Mujer,16140,1067525
2018,38,Jujuy,70-79,Varón,12892,769536
2018,38,Jujuy,80+,Mujer,8412,671649
2018,38,Jujuy,80+,Varón,5309,329851
2018,42,La Pampa,30-39,Mujer,24727,2948351
2018,42,La Pampa,30-39,Varón,24573,2875168
2018,42,La Pampa,40-49,Mujer,22103,2333346
2018,42,La Pampa,40-49,Varón,21707,2226600
2018,42,La Pampa,50-59,Mujer,18601,2043266
2018,42,La Pampa,50-59,Varón,18149,1896227
2018,42,La Pampa,60-69,Mujer,15085,1572788
2018,42,La Pampa,60-69,Varón,14468,1360347
2018,42,La Pampa,70-79,Mujer,10870,1067525
2018,42,La Pampa,70-79,Varón,8969,769536
2018,42,La Pampa,80+,Mujer,6843,671649
2018,42,La Pampa,80+,Varón,3858,329851
2018,46,La Rioja,30-39,Mujer,28823,2948351
2018,46,La Rioja,30-39,Varón,28443,2875168
2018,46,La Rioja,40-49,Mujer,23415,2333346
2018,46,La Rioja,40-49,Varón,23004,2226600
2018,46,La Rioja,50-59,Mujer,17443,2043266
2018,46,La Rioja,50-59,Varón,17131,1896227
2018,46,La Rioja,60-69,Mujer,13281,1572788
2018,46,La Rioja,60-69,Varón,12712,1360347
2018,46,La Rioja,70-79,Mujer,7771,1067525
2018,46,La Rioja,70-79,Varón,6541,769536
2018,46,La Rioja,80+,Mujer,4596,671649
2018,46,La Rioja,80+,Varón,2505,329851
2018,50,Mendoza,30-39,Mujer,139164,2948351
2018,50,Mendoza,30-39,Varón,138931,2875168
2018,50,Mendoza,40-49,Mujer,118693,2333346
2018,50,Mendoza,40-49,Varón,113304,2226600
2018,50,Mendoza,50-59,Mujer,93851,2043266
2018,50,Mendoza,50-59,Varón,85866,1896227
2018,50,Mendoza,60-69,Mujer,82836,1572788
2018,50,Mendoza,60-69,Varón,70596,1360347
2018,50,Mendoza,70-79,Mujer,57128,1067525
2018,50,Mendoza,70-79,Varón,43168,769536
2018,50,Mendoza,80+,Mujer,33473,671649
2018,50,Mendoza,80+,Varón,18606,329851
2018,54,Misiones,30-39,Mujer,82260,2948351
2018,54,Misiones,30-39,Varón,78772,2875168
2018,54,Misiones,40-49,Mujer,67925,2333346
2018,54,Misiones,40-49,Varón,65333,2226600
2018,54,Misiones,50-59,Mujer,53971,2043266
2018,54,Misiones,50-59,Varón,52886,1896227
2018,54,Misiones,60-69,Mujer,38817,1572788
2018,54,Misiones,60-69,Varón,37824,1360347
2018,54,Misiones,70-79,Mujer,21749,1067525
2018,54,Misiones,70-79,Varón,18568,769536
2018,54,Misiones,80+,Mujer,11974,671649
2018,54,Misiones,80+,Varón,7350,329851
2018,58,Neuquén,30-39,Mujer,48868,2948351
2018,58,Neuquén,30-39,Varón,48132,2875168
2018,58,Neuquén,40-49,Mujer,43005,2333346
2018,58,Neuquén,40-49,Varón,41372,2226600
2018,58,Neuquén,50-59,Mujer,32778,2043266
2018,58,Neuquén,50-59,Varón,30577,1896227
2018,58,Neuquén,60-69,Mujer,23529,1572788
2018,58,Neuquén,60-69,Varón,21678,1360347
2018,58,Neuquén,70-79,Mujer,13144,1067525
2018,58,Neuquén,70-79,Varón,10855,769536
2018,58,Neuquén,80+,Mujer,6901,671649
2018,58,Neuquén,80+,Varón,3952,329851
2018,62,Río Negro,30-39,Mujer,53887,2948351
2018,62,Río Negro,30-39,Varón,53437,2875168
2018,62,Río Negro,40-49,Mujer,47056,2333346
2018,62,Río Negro,40-49,Varón,45976,2226600
2018,62,Río Negro,50-59,Mujer,36850,2043266
2018,62,Río Negro,50-59,Varón,35229,1896227
2018,62,Río Negro,60-69,Mujer,28578,1572788
2018,62,Río Negro,60-69,Varón,26777,1360347
2018,62,Río Negro,70-79,Mujer,17649,1067525
2018,62,Río Negro,70-79,Varón,15028,769536
2018,62,Río Negro,80+,Mujer,9890,671649
2018,62,Río Negro,80+,Varón,6131,329851
2018,66,Salta,30-39,Mujer,96164,2948351
2018,66,Salta,30-39,Varón,91348,2875168
2018,66,Salta,40-49,Mujer,80251,2333346
2018,66,Salta,40-49,Varón,75640,2226600
2018,66,Salta,50-59,Mujer,59241,2043266
2018,66,Salta,50-59,Varón,55530,1896227
2018,66,Salta,60-69,Mujer,45139,1572788
2018,66,Salta,60-69,Varón,40388,1360347
