anio_enfr,codprov_censo,region_deis,grupo_edad_10,sexo,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,dm2_prev_cv_cat
2013,62,Patagonia Norte,80+,Mujer,579,270.43,521.1,243.39,0.08,0.04,0.46,Muy alta
2013,62,Patagonia Norte,80+,Varón,668,376.72,601.2,339.05,0.13,0.07,0.55,Muy alta
2013,66,NOA1,30 a 39,Mujer,8073,2006.08,7265.7,1805.47,0.09,0.02,0.24,Alta
2013,66,NOA1,30 a 39,Varón,4262,1626.12,3835.8,1463.51,0.06,0.02,0.37,Muy alta
2013,66,NOA1,40 a 49,Mujer,10272,3291.19,9244.8,2962.07,0.15,0.04,0.28,Alta
2013,66,NOA1,40 a 49,Varón,6668,1879.88,6001.2,1691.89,0.1,0.03,0.27,Alta
2013,66,NOA1,50 a 59,Mujer,8413,2563.3,7571.7,2306.97,0.15,0.04,0.28,Alta
2013,66,NOA1,50 a 59,Varón,7460,2516.97,6714,2265.27,0.15,0.05,0.31,Muy alta
2013,66,NOA1,60 a 69,Mujer,9138,2375.4,8224.2,2137.86,0.27,0.06,0.22,Alta
2013,66,NOA1,60 a 69,Varón,5431,1984.07,4887.9,1785.66,0.18,0.06,0.32,Muy alta
2013,66,NOA1,70 a 79,Mujer,3201,1673.19,2880.9,1505.87,0.14,0.07,0.47,Muy alta
2013,66,NOA1,70 a 79,Varón,1700,1208.47,1530,1087.62,0.09,0.06,0.67,Muy alta
2013,66,NOA1,80+,Mujer,2635,1692.25,2371.5,1523.03,0.24,0.12,0.51,Muy alta
2013,66,NOA1,80+,Varón,503,503,452.7,452.7,0.13,0.12,0.93,Muy alta
2013,70,Cuyo,30 a 39,Mujer,1458,912.88,1312.2,821.59,0.04,0.02,0.62,Muy alta
2013,70,Cuyo,30 a 39,Varón,2031,1193.68,1827.9,1074.31,0.06,0.03,0.56,Muy alta
2013,70,Cuyo,40 a 49,Mujer,4142,1513.07,3727.8,1361.76,0.1,0.04,0.36,Muy alta
2013,70,Cuyo,40 a 49,Varón,2033,996.16,1829.7,896.55,0.06,0.03,0.48,Muy alta
2013,70,Cuyo,50 a 59,Mujer,3295,1465.79,2965.5,1319.21,0.11,0.05,0.42,Muy alta
2013,70,Cuyo,50 a 59,Varón,5180,1931.4,4662,1738.26,0.19,0.06,0.33,Muy alta
2013,70,Cuyo,60 a 69,Mujer,6477,1893.74,5829.3,1704.37,0.23,0.06,0.25,Alta
2013,70,Cuyo,60 a 69,Varón,5264,1848.68,4737.6,1663.81,0.24,0.07,0.3,Alta
2013,70,Cuyo,70 a 79,Mujer,5397,1545.76,4857.3,1391.18,0.3,0.07,0.24,Alta
2013,70,Cuyo,70 a 79,Varón,1936,995.62,1742.4,896.05,0.16,0.08,0.49,Muy alta
2013,70,Cuyo,80+,Mujer,2249,1243.38,2024.1,1119.05,0.29,0.13,0.44,Muy alta
2013,70,Cuyo,80+,Varón,24,24,21.6,21.6,0.01,0.01,1.07,Muy alta
2013,74,Cuyo,30 a 39,Mujer,2970,1053.87,2673,948.48,0.09,0.03,0.34,Muy alta
2013,74,Cuyo,30 a 39,Varón,649,525.54,584.1,472.99,0.02,0.02,0.8,Muy alta
2013,74,Cuyo,40 a 49,Mujer,2224,887.24,2001.6,798.51,0.09,0.03,0.38,Muy alta
2013,74,Cuyo,40 a 49,Varón,2430,911.92,2187,820.73,0.1,0.04,0.35,Muy alta
2013,74,Cuyo,50 a 59,Mujer,2157,820.32,1941.3,738.29,0.11,0.04,0.36,Muy alta
2013,74,Cuyo,50 a 59,Varón,2666,1002.2,2399.4,901.98,0.12,0.04,0.36,Muy alta
2013,74,Cuyo,60 a 69,Mujer,3317,949.76,2985.3,854.79,0.19,0.05,0.26,Alta
2013,74,Cuyo,60 a 69,Varón,2696,1013.6,2426.4,912.24,0.26,0.08,0.31,Muy alta
2013,74,Cuyo,70 a 79,Mujer,2159,849.53,1943.1,764.58,0.19,0.07,0.36,Muy alta
2013,74,Cuyo,70 a 79,Varón,382,233.44,343.8,210.1,0.04,0.03,0.63,Muy alta
2013,74,Cuyo,80+,Mujer,965,775.41,868.5,697.87,0.17,0.12,0.69,Muy alta
2013,74,Cuyo,80+,Varón,63,63,56.7,56.7,0.03,0.03,1.05,Muy alta
2013,78,Patagonia Sur,30 a 39,Mujer,2321,978.05,2088.9,880.24,0.11,0.04,0.39,Muy alta
2013,78,Patagonia Sur,30 a 39,Varón,1192,563.91,1072.8,507.52,0.05,0.02,0.46,Muy alta
2013,78,Patagonia Sur,40 a 49,Mujer,1078,378.29,970.2,340.46,0.05,0.02,0.35,Muy alta
2013,78,Patagonia Sur,40 a 49,Varón,2377,1205.03,2139.3,1084.53,0.13,0.06,0.45,Muy alta
2013,78,Patagonia Sur,50 a 59,Mujer,2413,751.22,2171.7,676.1,0.18,0.05,0.28,Alta
2013,78,Patagonia Sur,50 a 59,Varón,2358,669.55,2122.2,602.59,0.18,0.05,0.27,Alta
2013,78,Patagonia Sur,60 a 69,Mujer,1792,694.83,1612.8,625.35,0.25,0.08,0.31,Muy alta
2013,78,Patagonia Sur,60 a 69,Varón,1033,488.52,929.7,439.67,0.11,0.05,0.44,Muy alta
2013,78,Patagonia Sur,70 a 79,Mujer,604,262.88,543.6,236.59,0.15,0.06,0.42,Muy alta
2013,78,Patagonia Sur,70 a 79,Varón,204,164.56,183.6,148.1,0.16,0.12,0.73,Muy alta
2013,78,Patagonia Sur,80+,Mujer,830,422.73,747,380.46,0.39,0.15,0.38,Muy alta
2013,78,Patagonia Sur,80+,Varón,259,193.19,233.1,173.87,0.1,0.08,0.75,Muy alta
2013,82,Centro,30 a 39,Mujer,12325,3213.29,11092.5,2891.96,0.06,0.01,0.26,Alta
2013,82,Centro,30 a 39,Varón,653,653,587.7,587.7,0,0,1,Muy alta
2013,82,Centro,40 a 49,Mujer,16719,4298.89,15047.1,3869,0.08,0.02,0.25,Alta
2013,82,Centro,40 a 49,Varón,12766,7061.09,11489.4,6354.98,0.08,0.04,0.52,Muy alta
2013,82,Centro,50 a 59,Mujer,20746,4944.63,18671.4,4450.17,0.14,0.03,0.23,Alta
2013,82,Centro,50 a 59,Varón,7253,2849.05,6527.7,2564.15,0.05,0.02,0.39,Muy alta
2013,82,Centro,60 a 69,Mujer,30401,6108.41,27360.9,5497.57,0.18,0.03,0.18,Moderada
2013,82,Centro,60 a 69,Varón,19393,6146.74,17453.7,5532.06,0.13,0.04,0.29,Alta
2013,82,Centro,70 a 79,Mujer,26121,5576.24,23508.9,5018.62,0.26,0.05,0.18,Moderada
2013,82,Centro,70 a 79,Varón,13314,4044.85,11982.6,3640.37,0.23,0.06,0.26,Alta
2013,82,Centro,80+,Mujer,8233,2625.19,7409.7,2362.67,0.16,0.05,0.29,Alta
2013,82,Centro,80+,Varón,2298,1362.23,2068.2,1226.01,0.1,0.06,0.56,Muy alta
2013,86,NOA2,30 a 39,Mujer,4321,1196.86,3888.9,1077.18,0.1,0.03,0.26,Alta
2013,86,NOA2,30 a 39,Varón,5535,1996.64,4981.5,1796.98,0.12,0.04,0.33,Muy alta
2013,86,NOA2,40 a 49,Mujer,7060,1877.72,6354,1689.95,0.18,0.04,0.23,Alta
2013,86,NOA2,40 a 49,Varón,3970,1223,3573,1100.7,0.1,0.03,0.29,Alta
2013,86,NOA2,50 a 59,Mujer,5373,1422.9,4835.7,1280.61,0.18,0.04,0.25,Alta
2013,86,NOA2,50 a 59,Varón,4558,1410.47,4102.2,1269.42,0.15,0.04,0.29,Alta
2013,86,NOA2,60 a 69,Mujer,5064,1390.32,4557.6,1251.28,0.23,0.06,0.25,Alta
2013,86,NOA2,60 a 69,Varón,2494,1001.54,2244.6,901.39,0.21,0.07,0.35,Muy alta
2013,86,NOA2,70 a 79,Mujer,2569,1126.49,2312.1,1013.85,0.17,0.07,0.4,Muy alta
2013,86,NOA2,70 a 79,Varón,1939,1222.9,1745.1,1100.61,0.15,0.09,0.58,Muy alta
2013,86,NOA2,80+,Mujer,1852,1065.06,1666.8,958.55,0.36,0.15,0.41,Muy alta
2013,86,NOA2,80+,Varón,795,636.1,715.5,572.49,0.22,0.15,0.68,Muy alta
2013,90,NOA1,30 a 39,Mujer,7362,2172.6,6625.8,1955.34,0.07,0.02,0.28,Alta
2013,90,NOA1,30 a 39,Varón,4668,1811.86,4201.2,1630.67,0.05,0.02,0.38,Muy alta
2013,90,NOA1,40 a 49,Mujer,8945,2611.76,8050.5,2350.58,0.12,0.03,0.27,Alta
2013,90,NOA1,40 a 49,Varón,5530,2070.01,4977,1863.01,0.08,0.03,0.36,Muy alta
2013,90,NOA1,50 a 59,Mujer,10507,3245.48,9456.3,2920.93,0.17,0.05,0.28,Alta
2013,90,NOA1,50 a 59,Varón,8663,2979.04,7796.7,2681.13,0.15,0.05,0.31,Muy alta
2013,90,NOA1,60 a 69,Mujer,7311,1983.6,6579.9,1785.24,0.14,0.03,0.25,Alta
2013,90,NOA1,60 a 69,Varón,5936,1944.71,5342.4,1750.24,0.15,0.04,0.3,Alta
2013,90,NOA1,70 a 79,Mujer,4325,1292.38,3892.5,1163.15,0.17,0.05,0.28,Alta
2013,90,NOA1,70 a 79,Varón,4630,1793.84,4167,1614.45,0.21,0.07,0.33,Muy alta
2013,90,NOA1,80+,Mujer,2697,1242.49,2427.3,1118.24,0.15,0.06,0.42,Muy alta
2013,90,NOA1,80+,Varón,464,464,417.6,417.6,0.06,0.05,0.99,Muy alta
2013,94,Patagonia Sur,30 a 39,Mujer,958,278.59,862.2,250.73,0.09,0.02,0.28,Alta
2013,94,Patagonia Sur,30 a 39,Varón,1073,310.84,965.7,279.75,0.08,0.02,0.28,Alta
2013,94,Patagonia Sur,40 a 49,Mujer,1360,388.57,1224,349.72,0.13,0.03,0.27,Alta
2013,94,Patagonia Sur,40 a 49,Varón,545,262.93,490.5,236.63,0.05,0.03,0.47,Muy alta
2013,94,Patagonia Sur,50 a 59,Mujer,1204,362.79,1083.6,326.51,0.15,0.04,0.27,Alta
2013,94,Patagonia Sur,50 a 59,Varón,626,238.44,563.4,214.6,0.09,0.03,0.37,Muy alta
2013,94,Patagonia Sur,60 a 69,Mujer,703,236.11,632.7,212.5,0.18,0.05,0.3,Alta
2013,94,Patagonia Sur,60 a 69,Varón,1340,352.74,1206,317.46,0.28,0.06,0.23,Alta
2013,94,Patagonia Sur,70 a 79,Mujer,291,137.31,261.9,123.58,0.22,0.09,0.43,Muy alta
2013,94,Patagonia Sur,70 a 79,Varón,330,152.53,297,137.28,0.3,0.11,0.38,Muy alta
2013,94,Patagonia Sur,80+,Mujer,86,50.54,77.4,45.48,0.3,0.16,0.54,Muy alta
2013,94,Patagonia Sur,80+,Varón,23,23,20.7,20.7,0.06,0.07,1.08,Muy alta
2018,02,Centro,30 a 39,Mujer,6852,3181.03,6166.8,2862.92,0.03,0.01,0.46,Muy alta
2018,02,Centro,30 a 39,Varón,5392,2957.03,4852.8,2661.33,0.02,0.01,0.56,Muy alta
2018,02,Centro,40 a 49,Mujer,7408,3580.99,6667.2,3222.89,0.03,0.01,0.46,Muy alta
2018,02,Centro,40 a 49,Varón,7793,4113.07,7013.7,3701.76,0.04,0.02,0.52,Muy alta
2018,02,Centro,50 a 59,Mujer,21691,7113.65,19521.9,6402.29,0.11,0.04,0.33,Muy alta
2018,02,Centro,50 a 59,Varón,22794,6608.81,20514.6,5947.93,0.13,0.04,0.28,Alta
2018,02,Centro,60 a 69,Mujer,20837,6557.05,18753.3,5901.34,0.12,0.03,0.28,Alta
2018,02,Centro,60 a 69,Varón,33061,7242.36,29754.9,6518.12,0.23,0.05,0.2,Moderada
2018,02,Centro,70 a 79,Mujer,10558,3930.5,9502.2,3537.45,0.08,0.03,0.34,Muy alta
2018,02,Centro,70 a 79,Varón,19643,5838.82,17678.7,5254.94,0.19,0.05,0.24,Alta
2018,02,Centro,80+,Mujer,19045,5655.59,17140.5,5090.03,0.24,0.06,0.27,Alta
2018,02,Centro,80+,Varón,9425,3353.22,8482.5,3017.89,0.22,0.08,0.35,Muy alta
2018,06,Centro,30 a 39,Mujer,157882,28892.74,142093.8,26003.47,0.11,0.02,0.17,Moderada
2018,06,Centro,30 a 39,Varón,35871,11908.06,32283.9,10717.25,0.03,0.01,0.33,Muy alta
2018,06,Centro,40 a 49,Mujer,173534,27875.48,156180.6,25087.93,0.13,0.02,0.15,Moderada
2018,06,Centro,40 a 49,Varón,155490,29579.18,139941,26621.27,0.14,0.03,0.18,Moderada
2018,06,Centro,50 a 59,Mujer,122898,21669.41,110608.2,19502.47,0.13,0.02,0.16,Moderada
2018,06,Centro,50 a 59,Varón,171160,28493.57,154044,25644.21,0.19,0.03,0.15,Moderada
2018,06,Centro,60 a 69,Mujer,152421,22552.36,137178.9,20297.12,0.19,0.02,0.13,Moderada
2018,06,Centro,60 a 69,Varón,131020,19350.17,117918,17415.15,0.17,0.03,0.16,Moderada
2018,06,Centro,70 a 79,Mujer,81106,14907,72995.4,13416.3,0.17,0.03,0.16,Moderada
2018,06,Centro,70 a 79,Varón,122049,23457.29,109844.1,21111.56,0.23,0.04,0.17,Moderada
2018,06,Centro,80+,Mujer,32404,7151.28,29163.6,6436.15,0.14,0.03,0.22,Alta
2018,06,Centro,80+,Varón,29978,10450.96,26980.2,9405.87,0.21,0.07,0.32,Muy alta
2018,10,NOA2,30 a 39,Mujer,1207,570.61,1086.3,513.55,0.05,0.03,0.51,Muy alta
2018,10,NOA2,30 a 39,Varón,2489,1343.49,2240.1,1209.14,0.1,0.05,0.53,Muy alta
2018,10,NOA2,40 a 49,Mujer,3285,1195.57,2956.5,1076.01,0.15,0.05,0.35,Muy alta
2018,10,NOA2,40 a 49,Varón,2239,826.97,2015.1,744.27,0.15,0.06,0.38,Muy alta
2018,10,NOA2,50 a 59,Mujer,1912,632.13,1720.8,568.92,0.14,0.04,0.32,Muy alta
2018,10,NOA2,50 a 59,Varón,1513,643.52,1361.7,579.16,0.12,0.05,0.44,Muy alta
2018,10,NOA2,60 a 69,Mujer,1214,632.57,1092.6,569.31,0.08,0.04,0.48,Muy alta
2018,10,NOA2,60 a 69,Varón,1237,758.93,1113.3,683.03,0.1,0.06,0.61,Muy alta
2018,10,NOA2,70 a 79,Mujer,1533,823.82,1379.7,741.44,0.24,0.12,0.5,Muy alta
2018,10,NOA2,70 a 79,Varón,655,316.81,589.5,285.13,0.12,0.07,0.54,Muy alta
2018,10,NOA2,80+,Mujer,653,382.8,587.7,344.52,0.22,0.11,0.51,Muy alta
2018,10,NOA2,80+,Varón,97,99.76,87.3,89.78,0.1,0.13,1.34,Muy alta
2018,14,Centro,30 a 39,Mujer,26821,7501.07,24138.9,6750.96,0.1,0.03,0.27,Alta
2018,14,Centro,30 a 39,Varón,12230,5290.06,11007,4761.06,0.05,0.02,0.42,Muy alta
2018,14,Centro,40 a 49,Mujer,22827,6535.27,20544.3,5881.74,0.1,0.03,0.27,Alta
2018,14,Centro,40 a 49,Varón,34020,12837.03,30618,11553.32,0.16,0.06,0.34,Muy alta
2018,14,Centro,50 a 59,Mujer,25700,7894.21,23130,7104.79,0.2,0.06,0.28,Alta
2018,14,Centro,50 a 59,Varón,30911,8235.04,27819.9,7411.53,0.17,0.04,0.25,Alta
2018,14,Centro,60 a 69,Mujer,53719,10372.08,48347.1,9334.87,0.26,0.04,0.16,Moderada
2018,14,Centro,60 a 69,Varón,28304,7047.49,25473.6,6342.74,0.19,0.04,0.23,Alta
2018,14,Centro,70 a 79,Mujer,18258,5805.09,16432.2,5224.59,0.18,0.06,0.32,Muy alta
2018,14,Centro,70 a 79,Varón,14073,5558.17,12665.7,5002.36,0.18,0.06,0.36,Muy alta
2018,14,Centro,80+,Mujer,4221,3220.56,3798.9,2898.51,0.07,0.05,0.7,Muy alta
2018,14,Centro,80+,Varón,4831,2648.46,4347.9,2383.61,0.2,0.09,0.46,Muy alta
2018,18,NEA,30 a 39,Mujer,11841,3751.74,10656.9,3376.56,0.14,0.04,0.28,Alta
2018,18,NEA,30 a 39,Varón,5529,2530.11,4976.1,2277.1,0.09,0.04,0.45,Muy alta
2018,18,NEA,40 a 49,Mujer,4960,2105.54,4464,1894.98,0.09,0.04,0.42,Muy alta
2018,18,NEA,40 a 49,Varón,3230,1692.84,2907,1523.56,0.06,0.03,0.51,Muy alta
2018,18,NEA,50 a 59,Mujer,9070,2607.79,8163,2347.01,0.17,0.04,0.25,Alta
2018,18,NEA,50 a 59,Varón,3836,2232.13,3452.4,2008.92,0.09,0.05,0.53,Muy alta
2018,18,NEA,60 a 69,Mujer,10122,3215.2,9109.8,2893.68,0.27,0.07,0.26,Alta
2018,18,NEA,60 a 69,Varón,5072,1689.47,4564.8,1520.52,0.13,0.05,0.39,Muy alta
2018,18,NEA,70 a 79,Mujer,4965,2309.13,4468.5,2078.22,0.23,0.09,0.38,Muy alta
2018,18,NEA,70 a 79,Varón,3256,1439.78,2930.4,1295.8,0.22,0.08,0.35,Muy alta
2018,18,NEA,80+,Mujer,3722,1318.58,3349.8,1186.72,0.29,0.09,0.3,Alta
2018,18,NEA,80+,Varón,1251,572.09,1125.9,514.88,0.2,0.11,0.55,Muy alta
2018,22,NEA,30 a 39,Mujer,5790,1554.79,5211,1399.31,0.07,0.02,0.26,Alta
2018,22,NEA,30 a 39,Varón,1468,1042.72,1321.2,938.45,0.02,0.02,0.7,Muy alta
2018,22,NEA,40 a 49,Mujer,4828,1982.16,4345.2,1783.94,0.09,0.04,0.39,Muy alta
2018,22,NEA,40 a 49,Varón,6416,2115.37,5774.4,1903.83,0.1,0.03,0.34,Muy alta
2018,22,NEA,50 a 59,Mujer,6772,1551.79,6094.8,1396.61,0.15,0.03,0.22,Alta
2018,22,NEA,50 a 59,Varón,3371,1629.06,3033.9,1466.15,0.09,0.04,0.45,Muy alta
2018,22,NEA,60 a 69,Mujer,6151,2452.63,5535.9,2207.37,0.17,0.06,0.37,Muy alta
2018,22,NEA,60 a 69,Varón,11152,3242.55,10036.8,2918.3,0.23,0.06,0.28,Alta
2018,22,NEA,70 a 79,Mujer,6921,1984.63,6228.9,1786.17,0.27,0.07,0.26,Alta
2018,22,NEA,70 a 79,Varón,1416,573.43,1274.4,516.09,0.13,0.06,0.45,Muy alta
2018,22,NEA,80+,Mujer,3221,2142.2,2898.9,1927.98,0.4,0.19,0.47,Muy alta
2018,22,NEA,80+,Varón,299,256.03,269.1,230.43,0.04,0.05,1.22,Muy alta
2018,26,Patagonia Sur,30 a 39,Mujer,7188,1704.24,6469.2,1533.82,0.15,0.04,0.23,Alta
2018,26,Patagonia Sur,30 a 39,Varón,3250,1124.69,2925,1012.22,0.08,0.03,0.34,Muy alta
2018,26,Patagonia Sur,40 a 49,Mujer,2071,1119.9,1863.9,1007.91,0.06,0.03,0.52,Muy alta
2018,26,Patagonia Sur,40 a 49,Varón,4642,1651,4177.8,1485.9,0.1,0.04,0.36,Muy alta
2018,26,Patagonia Sur,50 a 59,Mujer,5956,2632.07,5360.4,2368.86,0.18,0.07,0.41,Muy alta
2018,26,Patagonia Sur,50 a 59,Varón,3242,1497.19,2917.8,1347.47,0.13,0.06,0.48,Muy alta
2018,26,Patagonia Sur,60 a 69,Mujer,5030,1416.21,4527,1274.59,0.24,0.05,0.21,Alta
2018,26,Patagonia Sur,60 a 69,Varón,3832,1664.06,3448.8,1497.65,0.19,0.08,0.41,Muy alta
2018,26,Patagonia Sur,70 a 79,Mujer,701,421.47,630.9,379.32,0.11,0.06,0.58,Muy alta
2018,26,Patagonia Sur,70 a 79,Varón,1616,796.09,1454.4,716.48,0.15,0.07,0.49,Muy alta
2018,26,Patagonia Sur,80+,Mujer,686,460.3,617.4,414.27,0.12,0.07,0.6,Muy alta
2018,26,Patagonia Sur,80+,Varón,2724,1344.44,2451.6,1209.99,0.37,0.16,0.42,Muy alta
2018,30,Centro,30 a 39,Mujer,9522,1906.65,8569.8,1715.98,0.1,0.02,0.19,Moderada
2018,30,Centro,30 a 39,Varón,1027,544.32,924.3,489.89,0.01,0.01,0.54,Muy alta
2018,30,Centro,40 a 49,Mujer,9406,2786.48,8465.4,2507.83,0.12,0.03,0.28,Alta
2018,30,Centro,40 a 49,Varón,5554,2060.6,4998.6,1854.54,0.08,0.03,0.37,Muy alta
2018,30,Centro,50 a 59,Mujer,13292,3672.51,11962.8,3305.26,0.2,0.05,0.24,Alta
2018,30,Centro,50 a 59,Varón,2608,1006.19,2347.2,905.57,0.05,0.02,0.4,Muy alta
2018,30,Centro,60 a 69,Mujer,10113,2251.21,9101.7,2026.09,0.17,0.03,0.2,Moderada
2018,30,Centro,60 a 69,Varón,8190,1923.44,7371,1731.1,0.17,0.04,0.21,Alta
2018,30,Centro,70 a 79,Mujer,7136,2090.68,6422.4,1881.61,0.2,0.05,0.26,Alta
2018,30,Centro,70 a 79,Varón,6878,1504.48,6190.2,1354.03,0.23,0.05,0.19,Moderada
2018,30,Centro,80+,Mujer,3240,909.3,2916,818.37,0.19,0.05,0.28,Alta
2018,30,Centro,80+,Varón,1457,860.6,1311.3,774.54,0.13,0.08,0.64,Muy alta
2018,34,NEA,30 a 39,Mujer,2859,997.46,2573.1,897.71,0.08,0.03,0.34,Muy alta
2018,34,NEA,30 a 39,Varón,1539,941.45,1385.1,847.31,0.06,0.04,0.59,Muy alta
2018,34,NEA,40 a 49,Mujer,2758,907.47,2482.2,816.72,0.12,0.04,0.34,Muy alta
2018,34,NEA,40 a 49,Varón,2420,1063.06,2178,956.75,0.08,0.04,0.45,Muy alta
2018,34,NEA,50 a 59,Mujer,5429,1445.54,4886.1,1300.98,0.21,0.05,0.24,Alta
2018,34,NEA,50 a 59,Varón,5047,1107.18,4542.3,996.46,0.25,0.06,0.23,Alta
2018,34,NEA,60 a 69,Mujer,1259,453.88,1133.1,408.5,0.09,0.03,0.35,Muy alta
2018,34,NEA,60 a 69,Varón,3679,1173.47,3311.1,1056.12,0.25,0.07,0.27,Alta
2018,34,NEA,70 a 79,Mujer,2352,731.55,2116.8,658.4,0.21,0.06,0.26,Alta
2018,34,NEA,70 a 79,Varón,1778,726.63,1600.2,653.96,0.18,0.06,0.35,Muy alta
2018,34,NEA,80+,Mujer,1884,596.09,1695.6,536.48,0.47,0.1,0.22,Alta
2018,34,NEA,80+,Varón,1098,581.32,988.2,523.19,0.28,0.14,0.48,Muy alta
2018,38,NOA1,30 a 39,Mujer,5105,1987.76,4594.5,1788.98,0.1,0.04,0.37,Muy alta
2018,38,NOA1,30 a 39,Varón,2538,1470.29,2284.2,1323.26,0.06,0.03,0.56,Muy alta
2018,38,NOA1,40 a 49,Mujer,3409,1185.92,3068.1,1067.33,0.07,0.02,0.35,Muy alta
2018,38,NOA1,40 a 49,Varón,3136,1156.14,2822.4,1040.52,0.08,0.03,0.37,Muy alta
2018,38,NOA1,50 a 59,Mujer,4987,1583.86,4488.3,1425.47,0.14,0.04,0.31,Muy alta
2018,38,NOA1,50 a 59,Varón,3874,1345.26,3486.6,1210.73,0.11,0.04,0.36,Muy alta
2018,38,NOA1,60 a 69,Mujer,5007,1236.45,4506.3,1112.8,0.21,0.05,0.22,Alta
2018,38,NOA1,60 a 69,Varón,3165,1151.24,2848.5,1036.11,0.16,0.06,0.37,Muy alta
2018,38,NOA1,70 a 79,Mujer,1205,624.45,1084.5,562,0.1,0.05,0.5,Muy alta
2018,38,NOA1,70 a 79,Varón,1395,1112.89,1255.5,1001.6,0.08,0.06,0.78,Muy alta
2018,38,NOA1,80+,Mujer,592,284.76,532.8,256.28,0.11,0.07,0.63,Muy alta
2018,38,NOA1,80+,Varón,744,592.71,669.6,533.44,0.25,0.2,0.8,Muy alta
2018,42,Patagonia Norte,30 a 39,Mujer,3857,1128.26,3471.3,1015.43,0.17,0.05,0.27,Alta
2018,42,Patagonia Norte,30 a 39,Varón,2603,993.72,2342.7,894.35,0.14,0.06,0.4,Muy alta
2018,42,Patagonia Norte,40 a 49,Mujer,617,387.9,555.3,349.11,0.04,0.03,0.67,Muy alta
2018,42,Patagonia Norte,40 a 49,Varón,2922,1021.29,2629.8,919.16,0.18,0.05,0.29,Alta
2018,42,Patagonia Norte,50 a 59,Mujer,668,280.69,601.2,252.62,0.05,0.02,0.46,Muy alta
2018,42,Patagonia Norte,50 a 59,Varón,938,327.38,844.2,294.64,0.09,0.03,0.37,Muy alta
2018,42,Patagonia Norte,60 a 69,Mujer,3324,958.27,2991.6,862.45,0.29,0.08,0.26,Alta
2018,42,Patagonia Norte,60 a 69,Varón,2176,769.75,1958.4,692.78,0.21,0.07,0.35,Muy alta
2018,42,Patagonia Norte,70 a 79,Mujer,1141,526.05,1026.9,473.45,0.13,0.06,0.45,Muy alta
2018,42,Patagonia Norte,70 a 79,Varón,2215,881.71,1993.5,793.54,0.28,0.1,0.34,Muy alta
2018,42,Patagonia Norte,80+,Mujer,407,183.92,366.3,165.53,0.16,0.1,0.61,Muy alta
2018,42,Patagonia Norte,80+,Varón,575,348.44,517.5,313.6,0.3,0.15,0.5,Muy alta
2018,46,Cuyo,30 a 39,Mujer,1951,776.62,1755.9,698.95,0.09,0.03,0.4,Muy alta
2018,46,Cuyo,30 a 39,Varón,3177,1333.53,2859.3,1200.17,0.11,0.04,0.4,Muy alta
2018,46,Cuyo,40 a 49,Mujer,3868,1095.15,3481.2,985.64,0.15,0.05,0.31,Muy alta
2018,46,Cuyo,40 a 49,Varón,570,362.22,513,326,0.03,0.02,0.64,Muy alta
2018,46,Cuyo,50 a 59,Mujer,4855,1232.97,4369.5,1109.68,0.24,0.06,0.23,Alta
2018,46,Cuyo,50 a 59,Varón,2369,987.74,2132.1,888.97,0.2,0.09,0.45,Muy alta
2018,46,Cuyo,60 a 69,Mujer,1963,728.16,1766.7,655.35,0.19,0.06,0.33,Muy alta
2018,46,Cuyo,60 a 69,Varón,5396,1654.35,4856.4,1488.92,0.39,0.1,0.25,Alta
2018,46,Cuyo,70 a 79,Mujer,1674,797.62,1506.6,717.86,0.24,0.11,0.46,Muy alta
2018,46,Cuyo,70 a 79,Varón,1551,709.8,1395.9,638.82,0.41,0.15,0.37,Muy alta
2018,46,Cuyo,80+,Mujer,628,433.19,565.2,389.88,0.21,0.12,0.57,Muy alta
2018,46,Cuyo,80+,Varón,0,0,0,0,0,0,NA,NA
2018,50,Cuyo,30 a 39,Mujer,22381,8616.72,20142.9,7755.05,0.15,0.06,0.4,Muy alta
2018,50,Cuyo,30 a 39,Varón,2851,2546.9,2565.9,2292.21,0.03,0.02,0.92,Muy alta
2018,50,Cuyo,40 a 49,Mujer,16147,5612.61,14532.3,5051.35,0.16,0.05,0.33,Muy alta
2018,50,Cuyo,40 a 49,Varón,7425,3119.65,6682.5,2807.68,0.06,0.03,0.43,Muy alta
2018,50,Cuyo,50 a 59,Mujer,9980,4021.23,8982,3619.11,0.13,0.05,0.36,Muy alta
2018,50,Cuyo,50 a 59,Varón,12045,4086.41,10840.5,3677.77,0.13,0.04,0.32,Muy alta
2018,50,Cuyo,60 a 69,Mujer,8024,1900.35,7221.6,1710.32,0.13,0.03,0.24,Alta
2018,50,Cuyo,60 a 69,Varón,22406,5567.42,20165.4,5010.68,0.35,0.08,0.22,Alta
2018,50,Cuyo,70 a 79,Mujer,7525,2224.7,6772.5,2002.23,0.16,0.04,0.27,Alta
2018,50,Cuyo,70 a 79,Varón,12810,4701.73,11529,4231.55,0.25,0.08,0.32,Muy alta
2018,50,Cuyo,80+,Mujer,2184,1542.13,1965.6,1387.92,0.08,0.06,0.7,Muy alta
2018,50,Cuyo,80+,Varón,2305,1001.62,2074.5,901.46,0.13,0.07,0.54,Muy alta
2018,54,NEA,30 a 39,Mujer,6554,2059.73,5898.6,1853.76,0.09,0.02,0.26,Alta
