"Jurisdicción","Sexo","Grupo de edad","Causa de muerte (CIE-10)","Total"
"Entre Ríos","Mujer","22.75 a 79","C54",3
"Entre Ríos","Mujer","22.75 a 79","C55",4
"Entre Ríos","Mujer","22.75 a 79","C56",2
"Entre Ríos","Mujer","22.75 a 79","C57",2
"Entre Ríos","Mujer","22.75 a 79","C64",2
"Entre Ríos","Mujer","22.75 a 79","C67",5
"Entre Ríos","Mujer","22.75 a 79","C73",1
"Entre Ríos","Mujer","22.75 a 79","C78",2
"Entre Ríos","Mujer","22.75 a 79","C80",10
"Entre Ríos","Mujer","22.75 a 79","C81",1
"Entre Ríos","Mujer","22.75 a 79","C85",5
"Entre Ríos","Mujer","22.75 a 79","C90",2
"Entre Ríos","Mujer","22.75 a 79","C91",2
"Entre Ríos","Mujer","22.75 a 79","C95",1
"Entre Ríos","Mujer","22.75 a 79","D37",2
"Entre Ríos","Mujer","22.75 a 79","D41",1
"Entre Ríos","Mujer","22.75 a 79","D46",1
"Entre Ríos","Mujer","22.75 a 79","D47",1
"Entre Ríos","Mujer","22.75 a 79","D64",1
"Entre Ríos","Mujer","22.75 a 79","D68",1
"Entre Ríos","Mujer","22.75 a 79","E05",1
"Entre Ríos","Mujer","22.75 a 79","E10",2
"Entre Ríos","Mujer","22.75 a 79","E11",2
"Entre Ríos","Mujer","22.75 a 79","E14",23
"Entre Ríos","Mujer","22.75 a 79","E16",1
"Entre Ríos","Mujer","22.75 a 79","E46",1
"Entre Ríos","Mujer","22.75 a 79","E50",1
"Entre Ríos","Mujer","22.75 a 79","E86",2
"Entre Ríos","Mujer","22.75 a 79","E87",2
"Entre Ríos","Mujer","22.75 a 79","G30",9
"Entre Ríos","Mujer","22.75 a 79","G31",1
"Entre Ríos","Mujer","22.75 a 79","G61",1
"Entre Ríos","Mujer","22.75 a 79","G71",1
"Entre Ríos","Mujer","22.75 a 79","G82",1
"Entre Ríos","Mujer","22.75 a 79","G93",1
"Entre Ríos","Mujer","22.75 a 79","G96",1
"Entre Ríos","Mujer","22.75 a 79","I05",1
"Entre Ríos","Mujer","22.75 a 79","I10",10
"Entre Ríos","Mujer","22.75 a 79","I11",11
"Entre Ríos","Mujer","22.75 a 79","I12",2
"Entre Ríos","Mujer","22.75 a 79","I21",32
"Entre Ríos","Mujer","22.75 a 79","I25",8
"Entre Ríos","Mujer","22.75 a 79","I26",4
"Entre Ríos","Mujer","22.75 a 79","I35",3
"Entre Ríos","Mujer","22.75 a 79","I42",3
"Entre Ríos","Mujer","22.75 a 79","I44",1
"Entre Ríos","Mujer","22.75 a 79","I47",1
"Entre Ríos","Mujer","22.75 a 79","I48",1
"Entre Ríos","Mujer","22.75 a 79","I49",4
"Entre Ríos","Mujer","22.75 a 79","I50",64
"Entre Ríos","Mujer","22.75 a 79","I51",4
"Entre Ríos","Mujer","22.75 a 79","I60",4
"Entre Ríos","Mujer","22.75 a 79","I61",7
"Entre Ríos","Mujer","22.75 a 79","I63",4
"Entre Ríos","Mujer","22.75 a 79","I64",47
"Entre Ríos","Mujer","22.75 a 79","I67",11
"Entre Ríos","Mujer","22.75 a 79","I69",2
"Entre Ríos","Mujer","22.75 a 79","I70",1
"Entre Ríos","Mujer","22.75 a 79","I71",4
"Entre Ríos","Mujer","22.75 a 79","J15",6
"Entre Ríos","Mujer","22.75 a 79","J18",13
"Entre Ríos","Mujer","22.75 a 79","J44",2
"Entre Ríos","Mujer","22.75 a 79","J46",2
"Entre Ríos","Mujer","22.75 a 79","J69",2
"Entre Ríos","Mujer","22.75 a 79","J81",5
"Entre Ríos","Mujer","22.75 a 79","J84",1
"Entre Ríos","Mujer","22.75 a 79","J96",8
"Entre Ríos","Mujer","22.75 a 79","J98",5
"Entre Ríos","Mujer","22.75 a 79","K31",1
"Entre Ríos","Mujer","22.75 a 79","K55",4
"Entre Ríos","Mujer","22.75 a 79","K56",5
"Entre Ríos","Mujer","22.75 a 79","K63",1
"Entre Ríos","Mujer","22.75 a 79","K65",1
"Entre Ríos","Mujer","22.75 a 79","K70",1
"Entre Ríos","Mujer","22.75 a 79","K72",2
"Entre Ríos","Mujer","22.75 a 79","K75",1
"Entre Ríos","Mujer","22.75 a 79","K76",3
"Entre Ríos","Mujer","22.75 a 79","K80",1
"Entre Ríos","Mujer","22.75 a 79","K83",1
"Entre Ríos","Mujer","22.75 a 79","K92",3
"Entre Ríos","Mujer","22.75 a 79","L89",2
"Entre Ríos","Mujer","22.75 a 79","M13",1
"Entre Ríos","Mujer","22.75 a 79","M19",1
"Entre Ríos","Mujer","22.75 a 79","N17",2
"Entre Ríos","Mujer","22.75 a 79","N18",3
"Entre Ríos","Mujer","22.75 a 79","N19",9
"Entre Ríos","Mujer","22.75 a 79","N39",5
"Entre Ríos","Mujer","22.75 a 79","Q07",1
"Entre Ríos","Mujer","22.75 a 79","R10",1
"Entre Ríos","Mujer","22.75 a 79","R54",3
"Entre Ríos","Mujer","22.75 a 79","R55",1
"Entre Ríos","Mujer","22.75 a 79","R57",3
"Entre Ríos","Mujer","22.75 a 79","R68",2
"Entre Ríos","Mujer","22.75 a 79","R96",9
"Entre Ríos","Mujer","22.75 a 79","R99",61
"Entre Ríos","Mujer","22.75 a 79","V89",1
"Entre Ríos","Mujer","22.75 a 79","W19",1
"Entre Ríos","Mujer","22.75 a 79","W74",1
"Entre Ríos","Mujer","22.75 a 79","X09",1
"Entre Ríos","Mujer","22.75 a 79","X59",7
"Entre Ríos","Mujer","22.75 a 79","X70",2
"Entre Ríos","Mujer","22.75 a 79","X91",1
"Entre Ríos","Mujer","22.75 a 79","Y83",3
"Entre Ríos","Mujer","23.80 a 84","A09",1
"Entre Ríos","Mujer","23.80 a 84","A30",1
"Entre Ríos","Mujer","23.80 a 84","A41",12
"Entre Ríos","Mujer","23.80 a 84","B16",1
"Entre Ríos","Mujer","23.80 a 84","C02",1
"Entre Ríos","Mujer","23.80 a 84","C15",4
"Entre Ríos","Mujer","23.80 a 84","C16",5
"Entre Ríos","Mujer","23.80 a 84","C18",16
"Entre Ríos","Mujer","23.80 a 84","C20",2
"Entre Ríos","Mujer","23.80 a 84","C22",3
"Entre Ríos","Mujer","23.80 a 84","C24",2
"Entre Ríos","Mujer","23.80 a 84","C25",8
"Entre Ríos","Mujer","23.80 a 84","C26",4
"Entre Ríos","Mujer","23.80 a 84","C31",1
"Entre Ríos","Mujer","23.80 a 84","C32",1
"Entre Ríos","Mujer","23.80 a 84","C34",4
"Entre Ríos","Mujer","23.80 a 84","C41",2
"Entre Ríos","Mujer","23.80 a 84","C50",14
"Entre Ríos","Mujer","23.80 a 84","C51",2
"Entre Ríos","Mujer","23.80 a 84","C52",1
"Entre Ríos","Mujer","23.80 a 84","C53",2
"Entre Ríos","Mujer","23.80 a 84","C54",3
"Entre Ríos","Mujer","23.80 a 84","C55",3
"Entre Ríos","Mujer","23.80 a 84","C56",6
"Entre Ríos","Mujer","23.80 a 84","C67",4
"Entre Ríos","Mujer","23.80 a 84","C71",1
"Entre Ríos","Mujer","23.80 a 84","C78",2
"Entre Ríos","Mujer","23.80 a 84","C80",9
"Entre Ríos","Mujer","23.80 a 84","C85",3
"Entre Ríos","Mujer","23.80 a 84","C91",1
"Entre Ríos","Mujer","23.80 a 84","C95",1
"Entre Ríos","Mujer","23.80 a 84","D37",3
"Entre Ríos","Mujer","23.80 a 84","D43",1
"Entre Ríos","Mujer","23.80 a 84","D53",1
"Entre Ríos","Mujer","23.80 a 84","D64",3
"Entre Ríos","Mujer","23.80 a 84","E10",1
"Entre Ríos","Mujer","23.80 a 84","E11",4
"Entre Ríos","Mujer","23.80 a 84","E14",22
"Entre Ríos","Mujer","23.80 a 84","E16",1
"Entre Ríos","Mujer","23.80 a 84","E86",3
"Entre Ríos","Mujer","23.80 a 84","E87",1
"Entre Ríos","Mujer","23.80 a 84","G20",6
"Entre Ríos","Mujer","23.80 a 84","G30",10
"Entre Ríos","Mujer","23.80 a 84","G93",3
"Entre Ríos","Mujer","23.80 a 84","I06",1
"Entre Ríos","Mujer","23.80 a 84","I10",8
"Entre Ríos","Mujer","23.80 a 84","I11",8
"Entre Ríos","Mujer","23.80 a 84","I13",1
"Entre Ríos","Mujer","23.80 a 84","I20",2
"Entre Ríos","Mujer","23.80 a 84","I21",29
"Entre Ríos","Mujer","23.80 a 84","I24",1
"Entre Ríos","Mujer","23.80 a 84","I25",15
"Entre Ríos","Mujer","23.80 a 84","I26",6
"Entre Ríos","Mujer","23.80 a 84","I35",3
"Entre Ríos","Mujer","23.80 a 84","I42",10
"Entre Ríos","Mujer","23.80 a 84","I44",1
"Entre Ríos","Mujer","23.80 a 84","I48",2
"Entre Ríos","Mujer","23.80 a 84","I49",4
"Entre Ríos","Mujer","23.80 a 84","I50",86
"Entre Ríos","Mujer","23.80 a 84","I51",7
"Entre Ríos","Mujer","23.80 a 84","I61",8
"Entre Ríos","Mujer","23.80 a 84","I63",5
"Entre Ríos","Mujer","23.80 a 84","I64",57
"Entre Ríos","Mujer","23.80 a 84","I67",14
"Entre Ríos","Mujer","23.80 a 84","I69",5
"Entre Ríos","Mujer","23.80 a 84","I70",4
"Entre Ríos","Mujer","23.80 a 84","I71",4
"Entre Ríos","Mujer","23.80 a 84","I73",1
"Entre Ríos","Mujer","23.80 a 84","I99",1
"Entre Ríos","Mujer","23.80 a 84","J15",6
"Entre Ríos","Mujer","23.80 a 84","J18",26
"Entre Ríos","Mujer","23.80 a 84","J20",1
"Entre Ríos","Mujer","23.80 a 84","J42",1
"Entre Ríos","Mujer","23.80 a 84","J44",2
"Entre Ríos","Mujer","23.80 a 84","J69",2
"Entre Ríos","Mujer","23.80 a 84","J81",4
"Entre Ríos","Mujer","23.80 a 84","J84",1
"Entre Ríos","Mujer","23.80 a 84","J96",8
"Entre Ríos","Mujer","23.80 a 84","J98",12
"Entre Ríos","Mujer","23.80 a 84","K31",1
"Entre Ríos","Mujer","23.80 a 84","K42",1
"Entre Ríos","Mujer","23.80 a 84","K55",3
"Entre Ríos","Mujer","23.80 a 84","K56",1
"Entre Ríos","Mujer","23.80 a 84","K57",2
"Entre Ríos","Mujer","23.80 a 84","K65",2
"Entre Ríos","Mujer","23.80 a 84","K71",1
"Entre Ríos","Mujer","23.80 a 84","K72",3
"Entre Ríos","Mujer","23.80 a 84","K74",1
"Entre Ríos","Mujer","23.80 a 84","K76",2
"Entre Ríos","Mujer","23.80 a 84","K81",1
"Entre Ríos","Mujer","23.80 a 84","K83",2
"Entre Ríos","Mujer","23.80 a 84","K85",1
"Entre Ríos","Mujer","23.80 a 84","K92",4
"Entre Ríos","Mujer","23.80 a 84","L89",9
"Entre Ríos","Mujer","23.80 a 84","M06",1
"Entre Ríos","Mujer","23.80 a 84","M16",1
"Entre Ríos","Mujer","23.80 a 84","M19",1
"Entre Ríos","Mujer","23.80 a 84","N04",1
"Entre Ríos","Mujer","23.80 a 84","N12",1
"Entre Ríos","Mujer","23.80 a 84","N17",3
"Entre Ríos","Mujer","23.80 a 84","N18",7
"Entre Ríos","Mujer","23.80 a 84","N19",6
"Entre Ríos","Mujer","23.80 a 84","N39",2
"Entre Ríos","Mujer","23.80 a 84","R04",1
"Entre Ríos","Mujer","23.80 a 84","R09",3
"Entre Ríos","Mujer","23.80 a 84","R10",4
"Entre Ríos","Mujer","23.80 a 84","R54",4
"Entre Ríos","Mujer","23.80 a 84","R57",3
"Entre Ríos","Mujer","23.80 a 84","R64",1
"Entre Ríos","Mujer","23.80 a 84","R68",6
"Entre Ríos","Mujer","23.80 a 84","R96",10
"Entre Ríos","Mujer","23.80 a 84","R99",69
"Entre Ríos","Mujer","23.80 a 84","X59",9
"Entre Ríos","Mujer","23.80 a 84","Y26",1
"Entre Ríos","Mujer","23.80 a 84","Y83",1
"Entre Ríos","Mujer","24.85 y más","A09",2
"Entre Ríos","Mujer","24.85 y más","A41",28
"Entre Ríos","Mujer","24.85 y más","C15",2
"Entre Ríos","Mujer","24.85 y más","C16",5
"Entre Ríos","Mujer","24.85 y más","C18",21
"Entre Ríos","Mujer","24.85 y más","C22",3
"Entre Ríos","Mujer","24.85 y más","C23",1
